Date,Open,High,Low,Close,Adj Close,Volume
2018-02-28,56.84,57.919998,56.830002,57.099998,51.593517,11541100
2018-03-01,57.0,57.560001,55.830002,56.169998,50.753185,11127600
2018-03-02,55.720001,57.200001,55.68,56.93,51.439907,11555100
2018-03-05,56.830002,57.419998,56.68,56.990002,51.494129,7835400
2018-03-06,57.25,57.25,56.540001,57.029999,51.530262,8046800
2018-03-07,56.619999,57.169998,56.619999,57.029999,51.530262,7044100
2018-03-08,57.290001,57.799999,57.130001,57.470001,51.92783,7434700
2018-03-09,57.669998,58.630001,57.669998,58.459999,52.822357,9539600
2018-03-12,58.669998,59.68,58.48,59.400002,53.671719,10550300
2018-03-13,59.700001,60.700001,58.889999,59.049999,53.355453,10411400
2018-03-14,59.279999,59.720001,58.709999,58.830002,53.156681,6488500
2018-03-15,58.93,60.07,58.82,59.369999,53.644608,7377000
2018-03-16,59.380001,59.650002,58.939999,59.0,53.31028,13030900
2018-03-19,58.700001,58.849998,57.799999,58.299999,52.677784,9350600
2018-03-20,58.450001,58.98,58.450001,58.66,53.003075,5888400
2018-03-21,58.75,59.549999,58.389999,58.470001,52.831402,6569100
2018-03-22,58.029999,58.720001,57.75,57.77,52.198898,6846500
2018-03-23,57.779999,57.93,56.310001,56.310001,50.8797,9476800
2018-03-26,56.959999,58.0,56.549999,57.799999,52.226006,8444900
2018-03-27,58.099998,58.5,57.139999,57.459999,51.9188,7562900
2018-03-28,57.5,58.099998,57.220001,57.900002,52.316368,9301900
2018-03-29,57.259998,58.139999,56.830002,57.889999,52.307335,12015200
2018-04-02,57.52,57.73,55.380001,56.240002,50.816444,16778300
2018-04-03,56.549999,58.049999,56.450001,58.0,52.406723,10908200
2018-04-04,57.25,58.970001,57.209999,58.830002,53.156681,7893100
2018-04-05,59.0,59.27,58.860001,59.139999,53.436783,6305100
2018-04-06,58.779999,59.139999,58.09,58.34,52.713924,8264500
2018-04-09,58.540001,59.369999,58.419998,58.700001,53.039215,8023800
2018-04-10,59.110001,59.490002,58.869999,59.41,53.68074,6545000
2018-04-11,59.189999,59.709999,59.0,59.419998,53.689777,5508000
2018-04-12,59.66,60.119999,59.419998,59.43,53.698822,6088200
2018-04-13,59.0,59.549999,58.959999,59.240002,53.52713,6689800
2018-04-16,59.130001,59.689999,58.84,59.43,53.698822,6119200
2018-04-17,59.75,60.0,59.400002,59.830002,54.060238,6139600
2018-04-18,59.73,59.830002,59.439999,59.5,53.762077,5914200
2018-04-19,59.419998,59.490002,58.73,59.220001,53.509064,6280100
2018-04-20,59.029999,59.18,57.799999,58.0,52.406723,12037600
2018-04-23,58.009998,58.73,57.689999,58.16,52.551285,8444400
2018-04-24,58.48,58.66,57.650002,57.810001,52.235046,7793600
2018-04-25,58.27,58.27,57.290001,57.709999,52.144684,8367400
2018-04-26,58.110001,60.18,57.849998,59.380001,53.653645,14516600
2018-04-27,58.07,58.98,57.5,58.360001,52.73201,11975200
2018-04-30,58.389999,58.509998,57.459999,57.57,52.018188,7854600
2018-05-01,57.669998,58.25,57.439999,58.130001,52.524181,7257500
2018-05-02,58.060001,58.09,56.529999,56.700001,51.232086,7299100
2018-05-03,56.52,56.57,55.540001,56.130001,50.71706,7152400
2018-05-04,56.540001,57.93,56.490002,57.68,52.117584,9279200
2018-05-07,58.990002,59.040001,57.27,57.450001,51.90976,10630600
2018-05-08,57.450001,57.709999,57.0,57.669998,52.108536,7234000
2018-05-09,57.43,57.619999,56.790001,57.040001,51.808807,7015300
2018-05-10,57.18,57.700001,57.02,57.650002,52.362862,6565800
2018-05-11,57.720001,57.860001,57.07,57.27,52.017712,5843400
2018-05-14,57.360001,57.509998,56.990002,57.130001,51.89056,5871800
2018-05-15,57.0,57.099998,56.349998,56.639999,51.445488,7415800
2018-05-16,56.830002,57.330002,56.790001,57.150002,51.908726,4843900
2018-05-17,57.200001,57.349998,56.98,57.200001,51.954132,6110100
2018-05-18,57.27,57.389999,56.860001,57.16,51.917801,7786000
2018-05-21,57.400002,57.82,57.259998,57.34,52.081299,5379300
2018-05-22,57.5,57.619999,56.91,56.959999,51.736137,5355600
2018-05-23,56.799999,57.57,56.759998,57.490002,52.217545,5339900
2018-05-24,57.439999,57.740002,57.119999,57.68,52.390118,5681600
2018-05-25,57.68,58.380001,57.580002,57.919998,52.608101,6783800
2018-05-29,57.700001,57.880001,57.009998,57.23,51.981384,6475900
2018-05-30,57.43,57.66,57.150002,57.48,52.20845,5762400
2018-05-31,57.18,57.470001,56.549999,56.669998,51.47274,9433000
2018-06-01,56.84,57.029999,56.610001,56.91,51.690735,4967700
2018-06-04,57.099998,57.200001,56.799999,57.07,51.836052,7484100
2018-06-05,56.689999,56.700001,55.279999,55.68,50.573536,18278800
2018-06-06,55.84,57.18,55.619999,57.169998,51.926876,13709800
2018-06-07,57.290001,57.939999,57.09,57.139999,51.899639,7919800
2018-06-08,56.919998,57.060001,56.52,56.599998,51.409161,8433500
2018-06-11,56.610001,56.740002,56.27,56.48,51.300171,7181700
2018-06-12,56.599998,56.900002,56.299999,56.48,51.300171,8249700
2018-06-13,56.509998,56.700001,56.18,56.209999,51.054932,8283200
2018-06-14,56.459999,57.07,56.310001,57.02,51.790638,11049700
2018-06-15,57.040001,57.209999,56.459999,57.110001,51.872395,12408300
2018-06-18,56.77,57.32,56.110001,57.220001,51.972305,9676900
2018-06-19,56.650002,57.5,56.34,57.43,52.16304,9965500
2018-06-20,54.830002,55.009998,51.580002,52.220001,47.430855,62091100
2018-06-21,52.290001,52.630001,50.360001,50.619999,45.977592,30723000
2018-06-22,51.0,51.720001,50.82,51.240002,46.540726,24429600
2018-06-25,51.16,51.439999,50.209999,50.66,46.013931,15578600
2018-06-26,50.509998,50.630001,50.110001,50.380001,45.759598,12930600
2018-06-27,50.52,50.529999,49.84,49.84,45.269127,14576900
2018-06-28,49.450001,49.48,47.369999,48.540001,44.088352,33210100
2018-06-29,48.080002,49.259998,48.080002,48.849998,44.369915,17413000
2018-07-02,48.639999,49.099998,48.549999,49.060001,44.560658,9870900
2018-07-03,49.150002,49.299999,48.759998,48.77,44.297256,7517500
2018-07-05,48.919998,49.029999,48.400002,48.610001,44.151939,9630500
2018-07-06,48.900002,49.189999,48.580002,48.98,44.488003,10712000
2018-07-09,49.209999,50.049999,49.209999,49.900002,45.32362,12811700
2018-07-10,50.080002,50.509998,49.959999,50.419998,45.795937,9038000
2018-07-11,50.220001,50.48,50.02,50.139999,45.541615,9542400
2018-07-12,50.360001,50.66,50.200001,50.25,45.641521,9339200
2018-07-13,50.259998,51.650002,50.259998,51.619999,46.88588,21718400
2018-07-16,51.549999,51.549999,50.689999,50.939999,46.268242,16974900
2018-07-17,50.66,51.299999,50.599998,51.279999,46.577061,11421300
2018-07-18,51.34,51.619999,51.0,51.150002,46.458984,13549500
2018-07-19,51.110001,51.490002,51.0,51.34,46.631561,11415600
2018-07-20,51.060001,51.240002,50.75,50.91,46.240997,11024100
2018-07-23,50.759998,51.27,50.759998,51.189999,46.495316,8406800
2018-07-24,51.299999,51.720001,51.060001,51.169998,46.477154,9921500
2018-07-25,51.009998,51.720001,51.009998,51.619999,46.88588,11368000
2018-07-26,51.68,51.84,51.34,51.450001,46.731464,11114800
2018-07-27,51.5,52.599998,50.209999,52.150002,47.367271,15770300
2018-07-30,52.200001,52.849998,51.759998,51.900002,47.140205,14448400
2018-07-31,52.029999,52.689999,51.849998,52.389999,47.58527,9228200
2018-08-01,52.240002,52.240002,51.25,51.93,47.167446,11952400
2018-08-02,52.099998,52.349998,51.43,51.68,46.94038,13636400
2018-08-03,51.700001,52.450001,51.580002,52.23,47.439934,8246100
2018-08-06,52.099998,52.27,51.799999,52.07,47.294605,6505800
2018-08-07,52.080002,52.209999,51.799999,52.07,47.294605,5869400
2018-08-08,51.830002,51.93,51.360001,51.549999,47.14827,7257200
2018-08-09,51.529999,52.02,51.32,51.919998,47.486675,7175400
2018-08-10,51.59,51.630001,51.200001,51.509998,47.111683,10539300
2018-08-13,51.619999,51.959999,51.470001,51.810001,47.38607,7911300
2018-08-14,51.849998,52.740002,51.790001,52.59,48.099472,9385400
2018-08-15,52.310001,52.939999,52.299999,52.75,48.245811,9566000
2018-08-16,52.98,53.360001,52.919998,53.040001,48.511044,8721200
2018-08-17,52.950001,53.610001,52.950001,53.560001,48.986649,8166900
2018-08-20,53.709999,54.16,53.700001,53.919998,49.31591,9791200
2018-08-21,54.169998,54.439999,53.950001,54.0,49.389076,7990000
2018-08-22,53.549999,53.639999,52.66,52.82,48.30983,10369600
2018-08-23,52.759998,53.189999,52.560001,52.66,48.163494,8567600
2018-08-24,52.82,52.919998,52.419998,52.75,48.245811,9849800
2018-08-27,52.990002,53.18,52.810001,52.970001,48.447014,6443200
2018-08-28,53.02,53.470001,52.98,53.049999,48.520191,7171900
2018-08-29,53.07,53.439999,52.720001,53.25,48.703121,6604900
2018-08-30,53.119999,53.41,52.970001,53.099998,48.565914,5576400
2018-08-31,52.459999,53.709999,52.450001,53.450001,48.886047,10892800
2018-09-04,53.439999,53.689999,53.209999,53.529999,48.959209,8235200
2018-09-05,53.470001,53.98,53.290001,53.790001,49.19701,7966300
2018-09-06,53.66,54.349998,53.650002,54.209999,49.581142,7803400
2018-09-07,54.200001,54.959999,54.16,54.860001,50.17564,10231700
2018-09-10,54.939999,55.110001,54.57,54.970001,50.276241,8621000
2018-09-11,54.830002,55.400002,54.77,55.119999,50.413445,7873900
2018-09-12,55.200001,55.200001,54.330002,54.970001,50.276241,7297300
2018-09-13,55.119999,55.57,54.740002,54.889999,50.203072,8566600
2018-09-14,55.0,55.0,54.610001,54.75,50.075031,6827700
2018-09-17,54.700001,54.860001,54.279999,54.57,49.9104,9277200
2018-09-18,54.48,55.279999,54.099998,55.07,50.367714,7569600
2018-09-19,55.220001,55.790001,54.900002,55.43,50.696968,7451600
2018-09-20,55.599998,56.73,55.599998,56.43,51.61158,10582600
2018-09-21,56.549999,57.57,56.52,57.450001,52.544495,25800500
2018-09-24,56.939999,57.360001,56.580002,56.689999,51.84938,10616000
2018-09-25,56.98,57.290001,56.830002,56.900002,52.041451,9445500
2018-09-26,56.77,57.84,56.75,57.27,52.379856,7757300
2018-09-27,57.099998,57.790001,57.099998,57.34,52.443878,6606200
2018-09-28,57.389999,57.389999,56.779999,56.84,51.986572,8975900
2018-10-01,56.91,56.950001,55.529999,55.580002,50.83416,12726900
2018-10-02,55.549999,56.009998,55.290001,55.59,50.843311,12680800
2018-10-03,55.799999,56.110001,55.459999,55.470001,50.733555,7383500
2018-10-04,55.779999,56.080002,55.5,55.889999,51.117699,9722000
2018-10-05,55.950001,55.950001,55.310001,55.759998,50.998795,9734000
2018-10-08,55.82,56.75,55.450001,56.540001,51.712196,9623900
2018-10-09,56.830002,59.700001,56.810001,57.709999,52.782284,24855700
2018-10-10,57.669998,57.869999,55.939999,56.009998,51.22744,14190500
2018-10-11,55.700001,56.27,54.709999,54.860001,50.17564,15316900
2018-10-12,55.709999,56.779999,55.279999,56.450001,51.629879,13980500
2018-10-15,56.369999,57.189999,56.310001,56.75,51.904259,10175100
2018-10-16,56.939999,58.009998,56.77,57.810001,52.873753,11731400
2018-10-17,57.900002,59.400002,57.779999,59.099998,54.0536,14631000
2018-10-18,59.0,59.529999,58.150002,58.639999,53.632881,12184700
2018-10-19,58.389999,59.07,58.389999,58.66,53.651173,10180500
2018-10-22,58.93,59.360001,58.580002,58.900002,53.87067,8680200
2018-10-23,58.360001,59.299999,58.209999,58.810001,53.788353,12834200
2018-10-24,58.57,59.279999,57.950001,58.060001,53.102402,12189700
2018-10-25,58.290001,59.470001,57.700001,58.959999,53.925545,9569600
2018-10-26,58.040001,58.360001,57.389999,58.07,53.111546,13367600
2018-10-29,58.68,59.68,57.700001,58.369999,53.385925,14412800
2018-10-30,58.43,58.869999,57.689999,58.59,53.587143,14230100
2018-10-31,58.98,59.119999,58.209999,58.27,53.294468,11560400
2018-11-01,58.299999,59.07,58.07,58.630001,53.623726,18772400
2018-11-02,61.990002,65.68,61.900002,64.32,58.827869,45573000
2018-11-05,63.93,65.129997,63.82,64.480003,58.97422,23242600
2018-11-06,64.300003,66.080002,64.25,66.010002,60.373562,16065400
2018-11-07,66.290001,68.209999,66.040001,68.160004,62.339996,16465000
2018-11-08,67.779999,68.980003,67.629997,68.720001,62.852158,14081700
2018-11-09,68.489998,68.959999,68.080002,68.599998,62.742409,8637200
2018-11-12,68.440002,68.940002,67.800003,67.910004,62.111347,12789600
2018-11-13,67.940002,68.279999,67.099998,67.410004,61.65403,16637000
2018-11-14,67.300003,67.949997,66.730003,67.040001,61.644821,13350500
2018-11-15,66.709999,67.760002,66.360001,67.620003,62.178162,15246500
2018-11-16,67.300003,68.529999,67.089996,68.160004,62.674713,9287900
2018-11-19,68.099998,68.470001,67.230003,67.910004,62.444817,10855400
2018-11-20,67.389999,67.879997,66.760002,67.18,61.773556,11208900
2018-11-21,67.470001,67.980003,66.75,66.769997,61.396564,10978100
2018-11-23,66.239998,66.239998,65.260002,65.699997,60.412659,7779800
2018-11-26,65.980003,66.120003,65.209999,65.690002,60.403477,13066800
2018-11-27,65.459999,66.550003,65.309998,66.080002,60.762089,13169100
2018-11-28,66.18,66.989998,65.480003,66.82,61.442535,12867600
2018-11-29,66.68,67.279999,66.120003,66.879997,61.497707,9605500
2018-11-30,66.860001,67.379997,66.650002,66.720001,61.35059,27308900
2018-12-03,67.370003,68.059998,66.660004,67.5,62.067802,13834300
2018-12-04,67.470001,68.150002,66.449997,66.650002,61.286217,13555100
2018-12-06,66.129997,66.669998,65.589996,66.550003,61.194267,17222200
2018-12-07,66.169998,66.639999,65.199997,65.470001,60.201183,11057500
2018-12-10,65.470001,65.800003,64.449997,65.489998,60.219578,12148300
2018-12-11,66.220001,66.919998,65.519997,65.919998,60.614975,10903100
2018-12-12,66.0,66.93,66.0,66.129997,60.808071,11115800
2018-12-13,66.290001,67.220001,66.129997,66.910004,61.525303,10016200
2018-12-14,64.440002,65.839996,63.580002,65.339996,60.081642,16834000
2018-12-17,65.0,65.629997,64.080002,64.470001,59.281658,15143100
2018-12-18,64.769997,65.400002,64.550003,64.919998,59.695454,10523500
2018-12-19,65.160004,65.900002,63.68,64.059998,58.904652,14390100
2018-12-20,63.610001,63.799999,61.450001,62.150002,57.148369,20264600
2018-12-21,62.310001,63.209999,61.380001,61.389999,56.449524,23524900
2018-12-24,61.48,61.82,60.419998,60.560001,55.686329,6323300
2018-12-26,60.950001,63.23,60.669998,63.080002,58.003529,16646200
2018-12-27,62.619999,63.240002,61.619999,63.200001,58.113857,11308100
2018-12-28,63.310001,64.120003,63.169998,63.389999,58.288574,7711900
2018-12-31,63.77,64.610001,63.66,64.400002,59.217289,7689800
2019-01-02,63.68,64.370003,63.209999,64.32,59.14373,10094000
2019-01-03,63.459999,63.720001,61.400002,61.529999,56.578255,14390100
2019-01-04,62.400002,64.25,62.080002,63.57,58.454086,12694400
2019-01-07,63.349998,64.239998,62.740002,63.57,58.454086,10337600
2019-01-08,63.939999,64.290001,63.049999,63.619999,58.500065,10809700
2019-01-09,63.650002,64.040001,62.950001,63.880001,58.739143,13080300
2019-01-10,63.610001,64.389999,63.240002,64.190002,59.024189,10397600
2019-01-11,62.290001,63.84,61.669998,63.73,58.601208,13805700
2019-01-14,63.349998,64.059998,62.98,63.369999,58.270184,9929600
2019-01-15,63.580002,64.629997,63.450001,64.080002,58.923042,7930400
2019-01-16,64.199997,64.82,63.75,63.77,58.637993,8091300
2019-01-17,63.68,64.389999,63.599998,64.279999,59.106956,6767100
2019-01-18,64.809998,64.809998,63.860001,64.699997,59.493145,9835200
2019-01-22,64.900002,66.209999,64.75,65.389999,60.127621,16414300
2019-01-23,65.879997,66.699997,65.809998,66.43,61.083927,12372400
2019-01-24,66.610001,66.760002,62.93,64.739998,59.529926,29719800
2019-01-25,67.029999,67.690002,66.099998,67.089996,61.690804,21885800
2019-01-28,66.190002,66.959999,65.910004,66.900002,61.516094,11537700
2019-01-29,67.0,67.5,66.199997,67.040001,61.644821,10703400
2019-01-30,67.110001,68.209999,67.050003,68.150002,62.665501,11702500
2019-01-31,68.18,69.489998,67.080002,68.139999,62.656311,24233300
2019-02-01,68.589996,69.32,68.0,68.110001,62.628723,10309200
2019-02-04,68.029999,68.110001,67.080002,67.580002,62.141373,13562400
2019-02-05,67.760002,69.410004,67.639999,69.339996,63.759727,12781600
2019-02-06,69.230003,69.389999,68.5,68.849998,63.639565,10283400
2019-02-07,68.599998,69.209999,68.480003,69.139999,63.907631,10109200
2019-02-08,68.769997,69.82,68.599998,69.75,64.471466,8862000
2019-02-11,70.0,70.470001,69.849998,69.989998,64.693291,9229700
2019-02-12,70.239998,70.459999,69.709999,69.75,64.471466,8848900
2019-02-13,69.809998,70.599998,69.800003,70.510002,65.173943,10264000
2019-02-14,70.129997,71.540001,69.970001,70.839996,65.478966,9441100
2019-02-15,71.150002,71.370003,70.190002,70.709999,65.35881,13924600
2019-02-19,70.459999,70.599998,69.779999,70.199997,64.887413,9208400
2019-02-20,70.230003,70.599998,70.050003,70.389999,65.063034,9671800
2019-02-21,70.139999,70.93,70.139999,70.699997,65.349579,10933500
2019-02-22,70.760002,71.389999,70.75,71.300003,65.904175,11311600
2019-02-25,71.900002,72.07,70.980003,71.050003,65.673073,12071200
2019-02-26,71.0,71.449997,70.919998,71.139999,65.756279,12302300
2019-02-27,70.830002,71.129997,69.919998,70.150002,64.841202,13274800
2019-02-28,70.139999,70.489998,69.779999,70.260002,64.942879,18956700
2019-03-01,70.629997,71.110001,70.449997,70.849998,65.488197,8067700
2019-03-04,70.989998,71.349998,70.370003,70.949997,65.580643,9219700
2019-03-05,71.190002,71.889999,71.059998,71.580002,66.162971,10496100
2019-03-06,71.809998,72.18,71.160004,71.269997,65.876434,7666100
2019-03-07,71.199997,71.360001,70.459999,70.610001,65.26638,7814700
2019-03-08,70.150002,70.269997,69.029999,69.360001,64.110977,12363900
2019-03-11,69.379997,70.010002,69.139999,69.68,64.406761,11518300
2019-03-12,69.739998,70.580002,69.690002,70.050003,64.748764,12751700
2019-03-13,70.089996,70.900002,69.980003,70.099998,64.794991,13798600
2019-03-14,70.190002,70.889999,70.190002,70.739998,65.386536,9249200
2019-03-15,70.800003,71.209999,70.540001,70.669998,65.321846,13096900
2019-03-18,70.779999,71.120003,70.440002,70.839996,65.478966,5682400
2019-03-19,70.949997,71.699997,70.870003,71.379997,65.978096,7810700
2019-03-20,71.800003,72.400002,71.339996,71.629997,66.209175,9512400
2019-03-21,71.32,72.440002,71.32,72.260002,66.791519,8044400
2019-03-22,72.050003,72.410004,71.690002,71.959999,66.514206,8022800
2019-03-25,72.0,72.480003,71.730003,72.300003,66.828491,6453800
2019-03-26,72.720001,73.190002,72.330002,72.959999,67.43853,7624000
2019-03-27,72.940002,73.260002,72.620003,72.739998,67.235191,7662700
2019-03-28,72.970001,73.980003,72.889999,73.959999,68.362862,6709600
2019-03-29,74.010002,74.480003,73.529999,74.339996,68.714096,9099500
2019-04-01,74.760002,74.93,73.730003,73.959999,68.362862,8108400
2019-04-02,74.010002,74.449997,73.839996,74.269997,68.649399,5520900
2019-04-03,74.559998,74.779999,73.870003,74.330002,68.704865,6755600
2019-04-04,74.5,74.669998,73.980003,74.349998,68.723366,5449800
2019-04-05,74.349998,75.080002,74.349998,75.029999,69.351875,5346200
2019-04-08,74.470001,75.300003,74.470001,75.199997,69.509003,5140400
2019-04-09,74.870003,75.230003,74.800003,75.120003,69.435081,4905800
2019-04-10,75.209999,75.82,75.209999,75.480003,69.767822,6066300
2019-04-11,75.75,76.07,75.650002,75.870003,70.128311,6042600
2019-04-12,76.099998,76.949997,76.07,76.650002,70.849281,5194800
2019-04-15,76.669998,76.699997,76.080002,76.160004,70.396385,7632200
2019-04-16,76.480003,76.559998,75.360001,75.699997,69.971176,8336600
2019-04-17,75.610001,75.959999,74.800003,75.120003,69.435081,9439000
2019-04-18,75.480003,76.260002,75.209999,76.059998,70.303932,6607800
2019-04-22,75.709999,76.059998,75.209999,75.400002,69.693886,4883100
2019-04-23,75.480003,76.059998,75.410004,75.989998,70.239235,5273900
2019-04-24,76.050003,76.879997,75.910004,76.389999,70.608955,9347300
2019-04-25,76.110001,77.230003,75.949997,77.110001,71.274467,11084500
2019-04-26,76.949997,77.519997,75.059998,77.449997,71.588737,12550500
2019-04-29,77.300003,77.669998,76.589996,76.910004,71.089607,5426800
2019-04-30,77.0,77.790001,76.690002,77.68,71.801353,7384400
2019-05-01,77.669998,78.150002,77.370003,77.519997,71.653442,6678000
2019-05-02,77.660004,77.760002,76.75,77.470001,71.607231,6247500
2019-05-03,77.589996,78.400002,77.339996,78.050003,72.143341,4967900
2019-05-06,77.199997,78.080002,77.019997,78.059998,72.152596,5607500
2019-05-07,77.57,78.739998,77.419998,77.959999,72.060135,8115800
2019-05-08,77.580002,78.639999,77.120003,78.050003,72.478027,7799900
2019-05-09,77.580002,78.230003,77.349998,77.900002,72.33873,7326600
2019-05-10,77.629997,78.800003,77.160004,78.419998,72.821602,6448600
2019-05-13,77.25,77.779999,76.080002,76.68,71.205826,9778500
2019-05-14,76.75,77.739998,76.68,77.059998,71.558693,6870900
2019-05-15,76.690002,77.940002,76.529999,77.760002,72.208717,5415500
2019-05-16,77.660004,79.239998,77.57,78.900002,73.267334,6941800
2019-05-17,78.519997,79.650002,78.370003,78.910004,73.276619,7379900
2019-05-20,78.300003,78.419998,76.57,76.660004,71.187256,11475000
2019-05-21,77.050003,77.849998,76.75,77.529999,71.99514,5808500
2019-05-22,77.199997,77.720001,76.910004,77.25,71.73513,5602300
2019-05-23,76.879997,76.940002,75.690002,76.410004,70.955101,9213200
2019-05-24,76.830002,77.059998,75.970001,76.150002,70.713661,5627600
2019-05-28,76.360001,76.68,75.32,75.699997,70.295776,16205200
2019-05-29,75.330002,75.489998,74.330002,75.279999,69.905769,10511600
2019-05-30,75.650002,76.43,75.629997,76.169998,70.732231,7178400
2019-05-31,75.599998,76.32,75.379997,76.059998,70.630081,7625700
2019-06-03,76.120003,76.529999,75.650002,76.220001,70.778664,8122200
2019-06-04,76.769997,78.760002,76.660004,78.519997,72.914467,11685000
2019-06-05,78.790001,79.970001,78.660004,79.959999,74.251678,7437100
2019-06-06,80.029999,81.629997,79.900002,81.400002,75.588867,10457200
2019-06-07,81.599998,83.330002,81.510002,82.480003,76.591766,11278800
2019-06-10,82.849998,82.860001,81.379997,81.93,76.081024,8102800
2019-06-11,82.300003,82.860001,81.849998,82.370003,76.489624,6226400
2019-06-12,82.589996,83.669998,82.32,82.93,77.009651,6088800
2019-06-13,83.330002,84.050003,83.019997,83.349998,77.399643,7156800
2019-06-14,83.540001,84.610001,83.389999,84.239998,78.226112,9226500
2019-06-17,84.650002,84.690002,82.889999,83.019997,77.093208,9313700
2019-06-18,83.550003,84.110001,82.889999,82.919998,77.000351,10582600
2019-06-19,83.080002,83.919998,82.080002,83.809998,77.826805,5401400
2019-06-20,84.410004,84.830002,83.830002,84.690002,78.643997,5215800
2019-06-21,84.43,84.769997,83.809998,83.82,77.83609,12610000
2019-06-24,84.080002,84.559998,83.610001,83.650002,77.678238,6692500
2019-06-25,84.199997,85.199997,83.959999,84.25,78.235405,7312300
2019-06-26,84.300003,84.300003,83.18,83.379997,77.427513,7576400
2019-06-27,83.550003,83.889999,83.209999,83.559998,77.594666,6084200
2019-06-28,83.559998,83.959999,83.32,83.830002,77.845375,6735300
2019-07-01,84.620003,84.959999,84.029999,84.550003,78.513985,7935100
2019-07-02,84.739998,85.589996,84.519997,85.510002,79.405449,6205800
2019-07-03,86.040001,87.82,85.980003,87.790001,81.522682,7818600
2019-07-05,87.5,87.889999,86.879997,87.790001,81.522682,5733100
2019-07-08,87.599998,87.949997,87.18,87.440002,81.19767,6359500
2019-07-09,87.290001,87.650002,86.889999,87.230003,81.002663,5355400
2019-07-10,87.419998,88.540001,87.419998,88.379997,82.07058,5293000
2019-07-11,88.660004,89.290001,88.269997,89.07,82.711319,6191400
2019-07-12,89.279999,89.82,88.849998,89.769997,83.361336,5628000
