,Date,Open,High,Low,Close,Adj Close,Volume
372,2019-06-07,88.184998,90.3125,87.974503,90.2015,90.2015,96164000
373,2019-06-10,91.099998,94.2435,90.900002,93.031502,93.031502,107420000
374,2019-06-11,94.162498,94.684998,92.900002,93.184998,93.184998,80854000
375,2019-06-12,92.698997,93.25,92.219002,92.765999,92.765999,53566000
376,2019-06-13,93.335999,94.154503,93.111,93.514999,93.514999,55916000
377,2019-06-14,93.199997,93.800003,92.949997,93.483498,93.483498,57024000
378,2019-06-17,93.824997,94.7845,93.772499,94.301498,94.301498,52686000
379,2019-06-18,95.067497,96.083504,94.989502,95.068497,95.068497,77914000
380,2019-06-19,95.391998,95.978996,94.623497,95.439499,95.439499,57906000
381,2019-06-20,96.666496,96.760002,95.290001,95.9095,95.9095,64344000
382,2019-06-21,95.805,96.297501,95.378998,95.565002,95.565002,78672000
383,2019-06-24,95.633003,95.843002,95.065002,95.695,95.695,45660000
384,2019-06-25,95.592003,95.819504,93.621002,93.913498,93.913498,60246000
385,2019-06-26,94.624001,95.190002,94.365997,94.891502,94.891502,48838000
386,2019-06-27,95.099998,95.561996,94.902,95.213997,95.213997,42834000
387,2019-06-28,95.455002,95.647003,94.199997,94.681503,94.681503,60748000
388,2019-07-01,96.149002,96.490997,95.733002,96.109497,96.109497,63842000
389,2019-07-02,95.969002,96.739502,95.331497,96.7155,96.7155,52918000
390,2019-07-03,96.794502,97.079498,96.525002,96.949997,96.949997,33806000
391,2019-07-05,96.43,97.294998,96.264999,97.1455,97.1455,52568000
392,2019-07-08,96.706001,97.800003,96.412498,97.615997,97.615997,57668000
393,2019-07-09,97.389999,99.500504,97.174004,99.415001,99.415001,86914000
394,2019-07-10,99.8255,101.247002,99.769997,100.870499,100.870499,98638000
395,2019-07-11,101.280998,101.790001,99.764999,100.053497,100.053497,86356000
396,2019-07-12,100.413498,100.849998,100.193497,100.550003,100.550003,50186000
397,2019-07-15,101.07,101.144997,100.077499,101.0495,101.0495,59626000
398,2019-07-16,100.528999,101.316002,100.060997,100.495003,100.495003,52364000
399,2019-07-17,100.352501,100.599998,99.601501,99.601501,99.601501,51176000
400,2019-07-18,99.000504,99.375,97.577499,98.894997,98.894997,69738000
401,2019-07-19,99.560501,99.800003,98.111504,98.225998,98.225998,63712000
402,2019-07-22,98.556999,99.449997,97.913002,99.281502,99.281502,58000000
403,2019-07-23,99.7995,99.889503,98.656502,99.724503,99.724503,54070000
404,2019-07-24,98.464996,100.065002,98.293503,100.040497,100.040497,52626000
405,2019-07-25,100.050003,100.059998,98.636002,98.691002,98.691002,82730000
406,2019-07-26,97.099998,97.544998,96.225502,97.152496,97.152496,98542000
407,2019-07-29,96.5,96.611504,94.527,95.622498,95.622498,89864000
408,2019-07-30,94.556,95.494499,94.174004,94.926498,94.926498,58218000
409,2019-07-31,94.905502,94.977501,92.472,93.338997,93.338997,89414000
410,2019-08-01,93.585999,94.896004,92.2005,92.765999,92.765999,94266000
411,2019-08-02,92.253502,92.318001,90.401001,91.162003,91.162003,99124000
412,2019-08-05,88.511002,89.433502,87.439003,88.2565,88.2565,121164000
413,2019-08-06,89.611504,89.688499,87.669998,89.391502,89.391502,101406000
414,2019-08-07,88.699501,89.946503,87.849998,89.669998,89.669998,90538000
415,2019-08-08,90.300003,91.712997,89.905502,91.644501,91.644501,74024000
416,2019-08-09,91.447502,91.554497,90.111,90.378998,90.378998,57596000
417,2019-08-12,89.7995,90.049004,88.849998,89.246002,89.246002,58110000
418,2019-08-13,89.150002,91.586998,89.0,91.217003,91.217003,79880000
419,2019-08-14,89.650497,89.782501,87.861,88.148003,88.148003,97872000
420,2019-08-15,89.099503,89.400002,88.098,88.806,88.806,75182000
421,2019-08-16,89.644501,90.1455,89.227501,89.628502,89.628502,60360000
422,2019-08-19,90.903999,91.300003,90.630501,90.806,90.806,56326000
423,2019-08-20,90.724998,90.841003,89.994003,90.069,90.069,38590000
424,2019-08-21,90.969498,91.478996,90.75,91.177002,91.177002,40636000
425,2019-08-22,91.400002,91.470497,90.004997,90.233002,90.233002,53070000
426,2019-08-23,89.651497,90.245003,87.261497,87.481003,87.481003,105416000
427,2019-08-26,88.345497,88.5,87.175499,88.443497,88.443497,61600000
428,2019-08-27,88.786499,88.970001,87.334,88.091499,88.091499,60394000
429,2019-08-28,87.75,88.392998,87.202499,88.212502,88.212502,48394000
430,2019-08-29,89.150002,89.927498,88.862503,89.32,89.32,60302000
431,2019-08-30,89.874496,89.987,88.2285,88.814499,88.814499,61174000
432,2019-09-03,88.5,90.040001,88.400002,89.491997,89.491997,70860000
433,2019-09-04,90.25,90.3815,89.811501,90.030998,90.030998,46482000
434,2019-09-05,91.097504,92.099998,90.778999,92.036003,92.036003,66216000
435,2019-09-06,91.911003,92.032501,91.32,91.675499,91.675499,49938000
436,2019-09-09,92.050003,92.5,91.230499,91.567497,91.567497,59990000
437,2019-09-10,91.137497,91.290497,90.266998,91.027496,91.027496,52278000
438,2019-09-11,90.607002,91.670998,90.454002,91.149498,91.149498,48656000
439,2019-09-12,91.8815,92.682999,91.713997,92.177498,92.177498,56470000
440,2019-09-13,92.100502,92.306,91.758499,91.967003,91.967003,39426000
441,2019-09-16,91.200996,91.2845,90.010002,90.391998,90.391998,73510000
442,2019-09-17,90.353996,91.199501,90.205002,91.127502,91.127502,39648000
443,2019-09-18,90.851997,91.102997,89.775002,90.873001,90.873001,50112000
444,2019-09-19,91.051003,91.628502,90.894997,91.074997,91.074997,40630000
445,2019-09-20,91.085503,91.531502,89.045998,89.708,89.708,106838000
446,2019-09-23,88.849998,89.635002,88.365997,89.264999,89.264999,58446000
447,2019-09-24,89.530502,89.7855,86.777496,87.080498,87.080498,92320000
448,2019-09-25,87.367996,88.650002,86.150002,88.416496,88.416496,69864000
449,2019-09-26,88.139503,88.168503,86.574997,86.991997,86.991997,70736000
450,2019-09-27,87.400002,87.456001,85.691002,86.272499,86.272499,78144000
451,2019-09-30,86.349503,86.873001,85.460999,86.795502,86.795502,52894000
452,2019-10-01,87.300003,87.779999,86.420502,86.782501,86.782501,61690000
453,2019-10-02,86.387001,86.444504,85.25,85.661499,85.661499,66022000
454,2019-10-03,85.650002,86.25,84.252998,86.221001,86.221001,69364000
455,2019-10-04,86.301003,87.028999,85.961502,86.982498,86.982498,49438000
456,2019-10-07,86.581497,87.391502,86.184998,86.633003,86.633003,43094000
457,2019-10-08,86.124496,86.349998,85.25,85.275497,85.275497,50840000
458,2019-10-09,85.980499,86.497498,85.718002,86.099503,86.099503,40870000
459,2019-10-10,86.262001,86.914497,85.6875,86.013,86.013,51504000
460,2019-10-11,87.146004,87.272499,86.492996,86.596001,86.596001,65100000
461,2019-10-14,86.445503,87.094498,86.099998,86.821503,86.821503,38204000
462,2019-10-15,87.107002,88.822502,87.030998,88.369003,88.369003,62234000
463,2019-10-16,88.666496,89.311996,88.526001,88.871498,88.871498,55268000
464,2019-10-17,89.824501,89.942497,89.100998,89.374001,89.374001,52948000
465,2019-10-18,89.389999,89.698997,87.459999,87.875504,87.875504,67250000
466,2019-10-21,88.483002,89.293999,88.25,89.282997,89.282997,42608000
467,2019-10-22,89.407501,89.488998,88.099998,88.286499,88.286499,42234000
468,2019-10-23,88.065002,88.502502,87.099998,88.108498,88.108498,42764000
469,2019-10-24,88.554497,89.417,88.013496,89.039001,89.039001,88922000
470,2019-10-25,84.877502,88.210503,84.75,88.066498,88.066498,192528000
471,2019-10-28,87.403,88.934998,87.125,88.853996,88.853996,74178000
472,2019-10-29,88.740501,88.849998,87.790497,88.135498,88.135498,45538000
473,2019-10-30,88.012001,89.119003,87.956001,88.999496,88.999496,48988000
474,2019-10-31,88.7995,89.599998,88.573997,88.833,88.833,55624000
475,2019-11-01,89.400497,89.872498,89.260498,89.571999,89.571999,55808000
476,2019-11-04,90.050499,90.752998,90.050499,90.233002,90.233002,55438000
477,2019-11-05,90.458,90.512497,89.699997,90.085503,90.085503,37710000
478,2019-11-06,90.050003,90.125,89.429001,89.788498,89.788498,40596000
479,2019-11-07,90.188004,90.294998,89.174004,89.410004,89.410004,53022000
480,2019-11-08,89.394501,89.494003,88.702003,89.293999,89.293999,42466000
481,2019-11-11,88.900002,89.0,88.356499,88.582497,88.582497,38920000
482,2019-11-12,88.733002,89.310997,88.595497,88.900002,88.900002,40752000
483,2019-11-13,88.669502,88.75,87.365997,87.655502,87.655502,59790000
484,2019-11-14,87.571503,88.329498,87.477997,87.730003,87.730003,45296000
485,2019-11-15,88.002502,88.084,86.642998,86.974503,86.974503,78552000
486,2019-11-18,86.915001,87.684998,86.135498,87.626503,87.626503,56790000
487,2019-11-19,87.849503,88.033997,87.151497,87.639503,87.639503,45416000
488,2019-11-20,87.457001,88.125999,86.706001,87.276497,87.276497,55800000
489,2019-11-21,87.150002,87.343498,86.517998,86.735497,86.735497,53258000
490,2019-11-22,86.950996,87.321503,86.550003,87.286003,87.286003,49582000
491,2019-11-25,87.662498,88.871002,87.662003,88.692001,88.692001,69724000
492,2019-11-26,88.996002,89.851501,88.917503,89.847,89.847,63624000
493,2019-11-27,90.050003,91.224998,89.865501,90.925499,90.925499,60512000
494,2019-11-29,90.889,91.234497,90.039497,90.040001,90.040001,38468000
495,2019-12-02,90.220001,90.277496,88.134003,89.080002,89.080002,78512000
496,2019-12-03,88.0,88.643501,87.361504,88.498001,88.498001,67618000
497,2019-12-04,88.7005,89.454498,88.011002,88.0345,88.0345,53402000
498,2019-12-05,88.175003,88.175003,87.0,87.024002,87.024002,56476000
499,2019-12-06,87.559998,87.720001,87.0065,87.580002,87.580002,62348000
500,2019-12-09,87.532997,88.344498,87.280502,87.475502,87.475502,48856000
501,2019-12-10,87.370003,87.533501,86.75,86.960503,86.960503,50286000
502,2019-12-11,87.083504,87.5,86.7855,87.435997,87.435997,41952000
503,2019-12-12,87.5,88.199997,87.272003,88.016502,88.016502,61918000
504,2019-12-13,88.25,88.449501,87.75,88.046997,88.046997,54914000
505,2019-12-16,88.349998,88.474998,87.852501,88.460503,88.460503,62904000
506,2019-12-17,88.900497,89.599998,88.869499,89.532997,89.532997,72888000
507,2019-12-18,89.750999,89.910004,89.117996,89.2015,89.2015,67028000
508,2019-12-19,89.025002,89.649498,88.703003,89.613998,89.613998,53056000
509,2019-12-20,89.981003,90.148499,89.122498,89.324997,89.324997,103016000
510,2019-12-23,89.413002,89.650002,89.225502,89.650002,89.650002,42728000
511,2019-12-24,89.690498,89.778503,89.378998,89.460503,89.460503,17626000
512,2019-12-26,90.050499,93.523003,89.974998,93.438499,93.438499,120108000
513,2019-12-27,94.146004,95.07,93.300499,93.489998,93.489998,123732000
514,2019-12-30,93.699997,94.199997,92.030998,92.344498,92.344498,73494000
515,2019-12-31,92.099998,92.663002,91.611504,92.391998,92.391998,50130000
516,2020-01-02,93.75,94.900497,93.207497,94.900497,94.900497,80580000
517,2020-01-03,93.224998,94.309998,93.224998,93.748497,93.748497,75288000
518,2020-01-06,93.0,95.184502,93.0,95.143997,95.143997,81236000
519,2020-01-07,95.224998,95.694504,94.601997,95.343002,95.343002,80898000
520,2020-01-08,94.902,95.550003,94.321999,94.598503,94.598503,70160000
521,2020-01-09,95.494499,95.890999,94.790001,95.052498,95.052498,63346000
522,2020-01-10,95.268501,95.347,94.0,94.157997,94.157997,57074000
523,2020-01-13,94.565498,94.900002,94.040001,94.565002,94.565002,55616000
524,2020-01-14,94.293999,94.355499,92.927498,93.472,93.472,68818000
525,2020-01-15,93.612503,93.943001,92.754501,93.100998,93.100998,57932000
526,2020-01-16,94.149498,94.279503,93.301003,93.897003,93.897003,53190000
527,2020-01-17,94.294502,94.332001,92.862503,93.236,93.236,79946000
528,2020-01-21,93.25,94.713501,93.0,94.599998,94.599998,74156000
529,2020-01-22,94.804497,95.125,94.167,94.373001,94.373001,64326000
530,2020-01-23,94.255501,94.499001,93.638,94.228996,94.228996,49692000
531,2020-01-24,94.568497,94.749496,92.372002,93.082001,93.082001,75324000
532,2020-01-27,91.0,92.050003,90.766998,91.417,91.417,70570000
533,2020-01-28,92.025002,92.905502,91.500999,92.662498,92.662498,56160000
534,2020-01-29,93.199997,93.737503,92.750999,92.900002,92.900002,41760000
535,2020-01-30,92.900002,93.643501,92.530502,93.533997,93.533997,126548000
536,2020-01-31,102.573502,102.786003,100.113503,100.435997,100.435997,311346000
537,2020-02-03,100.529999,102.425003,100.012497,100.209999,100.209999,117834000
538,2020-02-04,101.494003,102.989998,100.768501,102.483498,102.483498,105786000
539,2020-02-05,103.551003,103.551003,101.599998,101.9935,101.9935,87524000
540,2020-02-06,102.051003,102.815002,101.239998,102.511497,102.511497,63660000
541,2020-02-07,102.099503,104.926498,101.904999,103.963997,103.963997,101906000
542,2020-02-10,104.250504,106.779999,104.248001,106.695503,106.695503,101124000
543,2020-02-11,107.544998,109.297501,106.800003,107.540001,107.540001,114920000
544,2020-02-12,108.160004,109.012497,107.764503,108.0,108.0,66686000
545,2020-02-13,107.249496,108.514,107.099998,107.4935,107.4935,60636000
546,2020-02-14,107.783997,107.952003,106.294502,106.7435,106.7435,52124000
547,2020-02-18,106.250999,108.303497,106.205498,107.783501,107.783501,58912000
548,2020-02-19,108.389999,109.254997,108.056,108.511002,108.511002,51224000
549,2020-02-20,108.653503,108.8395,106.372498,107.654999,107.654999,62626000
550,2020-02-21,107.107498,107.227501,104.400002,104.7985,104.7985,92926000
551,2020-02-24,100.158997,101.964996,99.398499,100.4645,100.4645,130940000
552,2020-02-25,101.320999,101.730003,97.920998,98.637001,98.637001,124382000
553,2020-02-26,98.514,100.733498,98.022499,98.9795,98.9795,104492000
554,2020-02-27,96.719002,98.75,94.138,94.214996,94.214996,162880000
555,2020-02-28,90.731499,94.487999,90.556503,94.1875,94.1875,189620000
556,2020-03-02,95.324501,97.725502,93.5,97.697502,97.697502,135234000
557,2020-03-03,98.768501,99.816498,94.404503,95.449501,95.449501,150690000
558,2020-03-04,97.328499,98.900002,96.099998,98.791496,98.791496,95458000
559,2020-03-05,96.650002,98.036003,95.5,96.2015,96.2015,94964000
560,2020-03-06,93.75,95.543503,93.474998,95.054497,95.054497,105472000
561,2020-03-09,88.693001,93.138496,88.064499,90.030502,90.030502,156264000
562,2020-03-10,93.543999,94.713501,90.908501,94.591003,94.591003,142666000
563,2020-03-11,92.892502,93.566002,90.074997,91.042999,91.042999,112496000
564,2020-03-12,86.098999,88.25,83.75,83.830498,83.830498,226924000
565,2020-03-13,87.75,89.315498,84.030998,89.25,89.25,176194000
566,2020-03-16,82.0755,87.972504,81.301498,84.457497,84.457497,178346000
567,2020-03-17,88.773499,92.889,84.461998,90.391998,90.391998,218342000
568,2020-03-18,87.5,92.083,87.25,91.5,91.5,192904000
569,2020-03-19,93.0,97.25,91.6325,94.046501,94.046501,207998000
570,2020-03-20,96.315498,97.849998,91.036499,92.304497,92.304497,196358000
571,2020-03-23,91.387497,95.970001,90.599998,95.141502,95.141502,156170000
572,2020-03-24,97.574997,97.75,95.016998,97.004997,97.004997,142942000
573,2020-03-25,96.0345,97.513,94.289001,94.292,94.292,129582000
574,2020-03-26,95.099998,97.824501,94.4645,97.774498,97.774498,124426000
575,2020-03-27,96.542999,96.989502,94.996002,95.004997,95.004997,107758000
576,2020-03-30,96.141502,98.681503,95.616997,98.197502,98.197502,122522000
577,2020-03-31,98.217499,99.651001,97.2005,97.486,97.486,102472000
578,2020-04-01,96.648499,97.248001,94.650002,95.385002,95.385002,82438000
579,2020-04-02,95.082001,96.376503,94.5,95.941498,95.941498,86720000
580,2020-04-03,95.557503,96.316498,94.457497,95.329498,95.329498,72198000
581,2020-04-06,96.800003,99.926003,96.500999,99.879501,99.879501,115464000
582,2020-04-07,100.855499,101.786003,99.880997,100.580002,100.580002,102280000
583,2020-04-08,101.050003,102.199997,100.557503,102.150002,102.150002,79546000
584,2020-04-09,102.214996,102.650002,100.883003,102.138,102.138,92930000
585,2020-04-13,102.0,109.0,101.900002,108.443497,108.443497,134334000
586,2020-04-14,110.023499,114.599998,109.310501,114.166,114.166,161744000
587,2020-04-15,112.884003,116.668503,112.25,115.384003,115.384003,137332000
588,2020-04-16,117.300003,123.050003,116.75,120.4095,120.4095,240764000
589,2020-04-17,118.616501,120.0,115.801003,118.75,118.75,158600000
590,2020-04-20,119.497498,122.249001,119.302498,119.680496,119.680496,115414000
591,2020-04-21,120.830498,121.415497,113.983002,116.405998,116.405998,149534000
592,2020-04-22,118.449997,119.699997,117.550003,118.1745,118.1745,84244000
593,2020-04-23,119.999001,121.210999,119.103996,119.972504,119.972504,101332000
594,2020-04-24,120.849998,121.0215,119.099998,120.511002,120.511002,76498000
595,2020-04-27,122.160004,122.244003,118.150002,118.800003,118.800003,112912000
596,2020-04-28,118.605003,118.675003,115.300003,115.704002,115.704002,105388000
597,2020-04-29,116.500504,119.594498,115.5,118.635498,118.635498,91832000
598,2020-04-30,120.991997,123.75,119.800499,123.699997,123.699997,190692000
599,2020-05-01,116.839996,118.122002,112.9095,114.302002,114.302002,195452000
600,2020-05-04,112.819,116.348999,112.819,115.7995,115.7995,97318000
601,2020-05-05,117.0,117.550003,115.356499,115.889999,115.889999,64850000
602,2020-05-06,116.472,117.872498,116.0,117.563004,117.563004,62356000
603,2020-05-07,118.738998,118.800003,117.155502,118.380501,118.380501,67928000
604,2020-05-08,118.607002,119.362,117.849998,118.980499,118.980499,64132000
605,2020-05-11,118.735001,120.983498,118.605499,120.449997,120.449997,65184000
606,2020-05-12,120.592499,120.949997,117.75,117.847504,117.847504,61498000
607,2020-05-13,118.339996,120.385002,116.889999,118.396004,118.396004,95658000
608,2020-05-14,118.050499,119.568497,117.6605,119.442497,119.442497,72962000
609,2020-05-15,118.426003,120.550003,117.818497,120.488998,120.488998,84700000
610,2020-05-18,120.217499,121.650002,119.2005,121.313004,121.313004,87144000
611,2020-05-19,121.491501,124.25,121.448502,122.466499,122.466499,86410000
612,2020-05-20,123.893501,125.000504,123.363503,124.897003,124.897003,79962000
613,2020-05-21,125.0,126.272499,122.126999,122.336998,122.336998,102288000
614,2020-05-22,122.750504,123.4925,121.5065,121.844002,121.844002,57342000
615,2020-05-26,122.900002,123.099998,120.703003,121.093002,121.093002,71364000
616,2020-05-27,120.249496,120.679001,116.5,120.519501,120.519501,101138000
617,2020-05-28,119.216499,121.848503,118.911499,120.055,120.055,63804000
618,2020-05-29,120.796997,122.1185,119.910004,122.1185,122.1185,70198000
619,2020-06-01,122.400002,123.846497,122.208504,123.552002,123.552002,58578000
620,2020-06-02,123.349998,123.676498,122.265503,123.620499,123.620499,50598000
621,2020-06-03,123.400497,124.400002,123.058502,123.919998,123.919998,53420000
622,2020-06-04,123.871498,125.376999,122.500504,123.029999,123.029999,58974000
623,2020-06-05,122.225502,124.432503,121.856499,124.150002,124.150002,66128000
624,2020-06-08,125.010002,126.5,124.366997,126.203003,126.203003,79414000
625,2020-06-09,126.472,131.321503,126.25,130.042999,130.042999,103520000
626,2020-06-10,132.25,136.117493,131.313004,132.372498,132.372498,98920000
627,2020-06-11,130.175003,133.569,126.811501,127.898003,127.898003,116002000
628,2020-06-12,130.060501,131.074005,125.167503,127.250999,127.250999,108722000
629,2020-06-15,126.330002,129.199997,125.400002,128.634003,128.634003,77302000
630,2020-06-16,131.0,131.0,128.800003,130.763504,130.763504,71712000
631,2020-06-17,132.375,132.75,131.591003,132.048996,132.048996,59186000
632,2020-06-18,132.350494,132.981995,131.805496,132.699005,132.699005,49756000
633,2020-06-19,133.904007,134.871506,132.949997,133.750504,133.750504,115540000
634,2020-06-22,134.225006,135.75,133.449997,135.690994,135.690994,64176000
635,2020-06-23,136.300995,139.155502,135.901993,138.220505,138.220505,84634000
636,2020-06-24,139.0,139.800003,136.050003,136.720001,136.720001,90532000
637,2020-06-25,136.977493,137.811493,135.606995,137.729004,137.729004,59374000
638,2020-06-26,138.753006,139.128494,134.399994,134.643494,134.643494,130016000
639,2020-06-29,134.500504,134.839996,131.503998,134.018997,134.018997,84468000
640,2020-06-30,134.253494,138.481506,133.751495,137.940994,137.940994,75394000
641,2020-07-01,137.899506,144.75,137.699997,143.934998,143.934998,127268000
642,2020-07-02,145.600494,147.778,143.554993,144.514999,144.514999,131868000
643,2020-07-06,146.748505,152.994003,146.5,152.852005,152.852005,137612000
644,2020-07-07,152.927505,153.477493,149.5,150.005997,150.005997,105150000
645,2020-07-08,151.130493,154.198502,150.621506,154.055496,154.055496,100752000
646,2020-07-09,155.7995,159.694,153.699997,159.1315,159.1315,127774000
647,2020-07-10,159.587997,160.75,156.785004,160.0,160.0,109720000
648,2020-07-13,162.552994,167.214493,153.419495,155.199997,155.199997,154408000
649,2020-07-14,154.449997,156.369003,147.5,154.199997,154.199997,144638000
650,2020-07-15,154.011505,154.917496,148.658997,150.443497,150.443497,115778000
651,2020-07-16,148.552994,151.600006,145.911499,149.994995,149.994995,127884000
652,2020-07-17,150.449997,151.199997,147.422501,148.098495,148.098495,95226000
653,2020-07-20,150.009995,160.067993,149.701004,159.841995,159.841995,151964000
654,2020-07-21,161.624496,162.029007,155.285995,156.914505,156.914505,122426000
655,2020-07-22,156.25,157.5,153.263,154.995499,154.995499,82084000
656,2020-07-23,154.913498,154.913498,148.5,149.327499,149.327499,113138000
657,2020-07-24,146.5,151.578995,144.399994,150.445496,150.445496,112648000
658,2020-07-27,153.100006,154.899994,150.788498,152.760498,152.760498,83410000
659,2020-07-28,152.713501,153.854507,149.787994,150.016495,150.016495,62534000
660,2020-07-29,151.5495,151.957993,149.838501,151.676498,151.676498,59482000
661,2020-07-30,150.699997,154.600006,150.25,152.593994,152.593994,122566000
662,2020-07-31,162.199997,162.341003,157.550003,158.233994,158.233994,161710000
663,2020-08-03,159.025497,159.199997,155.199997,155.594498,155.594498,101494000
664,2020-08-04,155.060501,158.362,155.060501,156.941498,156.941498,93886000
665,2020-08-05,157.188507,160.679504,156.365005,160.251495,160.251495,78330000
666,2020-08-06,159.718002,162.373505,158.2715,161.25,161.25,78812000
667,2020-08-07,161.2005,162.040497,157.033493,158.373001,158.373001,78722000
668,2020-08-10,158.515503,158.625504,155.076004,157.408005,157.408005,63346000
669,2020-08-11,155.660004,157.960999,153.649994,154.033493,154.033493,74362000
670,2020-08-12,155.399994,158.719498,155.070999,158.112,158.112,70442000
671,2020-08-13,159.149506,160.876007,157.75,158.050995,158.050995,62980000
672,2020-08-14,158.908997,158.912003,156.0,157.401001,157.401001,55034000
673,2020-08-17,158.656006,159.748505,157.709,159.120499,159.120499,53824000
674,2020-08-18,160.600006,166.0,160.291,165.624496,165.624496,106920000
675,2020-08-19,165.150497,165.794998,162.800003,163.024002,163.024002,83702000
676,2020-08-20,162.600006,165.630997,161.899994,164.8685,164.8685,66650000
677,2020-08-21,164.75,165.720001,163.769501,164.235992,164.235992,71518000
678,2020-08-24,165.507507,169.016006,162.878006,165.373001,165.373001,93326000
679,2020-08-25,164.749496,167.869995,163.350006,167.324493,167.324493,79856000
680,2020-08-26,167.555496,172.587006,167.2285,172.092499,172.092499,130174000
681,2020-08-27,172.502502,172.649994,168.899994,170.0,170.0,85296000
682,2020-08-28,171.149994,171.668503,169.324997,170.089996,170.089996,57940000
683,2020-08-31,170.449493,174.75,170.25,172.548004,172.548004,83718000
684,2020-09-01,174.479004,175.693497,173.350006,174.955994,174.955994,68644000
685,2020-09-02,177.350006,177.612503,174.334503,176.572495,176.572495,78630000
686,2020-09-03,174.25,174.420502,165.149994,168.399994,168.399994,163222000
687,2020-09-04,165.899994,169.074997,155.556503,164.731003,164.731003,175636000
688,2020-09-08,157.199997,162.542496,156.5,157.492004,157.492004,121884000
689,2020-09-09,160.149506,165.158997,159.25,163.430496,163.430496,103774000
690,2020-09-10,165.360992,167.494507,158.527496,158.755493,158.755493,106614000
691,2020-09-11,160.434494,160.867004,154.199005,155.811005,155.811005,101880000
692,2020-09-14,158.647003,159.369507,154.800003,155.148499,155.148499,90592000
693,2020-09-15,156.807999,158.751007,155.445999,157.806503,157.806503,80430000
694,2020-09-16,158.999496,159.362,153.707504,153.904999,153.904999,90244000
695,2020-09-17,150.462494,151.471497,148.627502,150.436493,150.436493,128982000
696,2020-09-18,151.587006,151.889999,145.276993,147.745499,147.745499,177852000
697,2020-09-21,145.324997,148.100006,143.550003,148.023499,148.023499,122358000
698,2020-09-22,151.692001,156.699493,150.009995,156.449493,156.449493,138976000
699,2020-09-23,156.0215,156.350006,149.619003,149.992996,149.992996,113054000
700,2020-09-24,148.889496,153.464996,148.25,150.989502,150.989502,110588000
701,2020-09-25,152.742996,155.076996,149.949997,154.7565,154.7565,92304000
702,2020-09-28,157.442505,158.751999,155.858505,158.702499,158.702499,84484000
703,2020-09-29,158.769501,159.412994,156.626999,157.244003,157.244003,69916000
704,2020-09-30,157.057007,160.643997,156.699493,157.436493,157.436493,97922000
705,2020-10-01,160.399994,161.199997,158.600006,161.063004,161.063004,99438000
706,2020-10-02,157.681503,159.789993,156.149994,156.25,156.25,112262000
707,2020-10-05,157.292007,160.126495,157.042496,159.960007,159.960007,75506000
708,2020-10-06,158.25,159.100006,154.5,154.998001,154.998001,101738000
709,2020-10-07,156.75,160.0,156.619507,159.7845,159.7845,86188000
710,2020-10-08,161.249496,161.664505,158.749496,159.527496,159.527496,63482000
711,2020-10-09,160.5,164.449493,159.891495,164.332504,164.332504,98158000
712,2020-10-12,167.496994,174.811996,166.977493,172.1465,172.1465,167284000
713,2020-10-13,173.399506,174.619003,171.210999,172.181503,172.181503,114894000
714,2020-10-14,172.350006,173.244003,167.0,168.185501,168.185501,116254000
715,2020-10-15,164.600494,167.794006,164.0,166.932495,166.932495,104468000
716,2020-10-16,168.161499,169.983002,158.0,163.635498,163.635498,129488000
717,2020-10-19,164.980499,166.449997,159.636993,160.360504,160.360504,104472000
718,2020-10-20,161.113998,163.300003,159.600494,160.850494,160.850494,90194000
719,2020-10-21,160.625,161.694,158.0,159.246994,159.246994,91854000
720,2020-10-22,159.4935,159.9375,156.097,158.820007,158.820007,84240000
721,2020-10-23,159.550003,160.266495,157.0,160.220001,160.220001,69334000
722,2020-10-26,159.936996,164.149002,157.664993,160.352005,160.352005,118024000
723,2020-10-27,161.246994,164.582993,160.565002,164.316498,164.316498,85820000
724,2020-10-28,162.464996,163.201004,158.123505,158.139008,158.139008,111766000
725,2020-10-29,160.063507,162.862503,158.199997,160.550507,160.550507,131930000
726,2020-10-30,157.887497,158.350006,150.949997,151.807495,151.807495,167728000
727,2020-11-02,153.087006,153.985504,147.505997,150.223999,150.223999,145148000
728,2020-11-03,150.926498,153.744995,149.048996,152.420502,152.420502,97958000
729,2020-11-04,157.999496,162.242493,156.986496,162.057999,162.057999,136780000
730,2020-11-05,165.998505,168.339996,164.444,166.100006,166.100006,115786000
731,2020-11-06,165.231995,166.100006,161.600006,165.568497,165.568497,92946000
732,2020-11-09,161.551498,164.449997,155.605499,157.186996,157.186996,143808000
733,2020-11-10,154.751007,155.699997,150.973999,151.751007,151.751007,131820000
734,2020-11-11,153.089005,156.957504,152.5,156.869507,156.869507,87338000
735,2020-11-12,157.997498,158.794006,154.302505,155.514008,155.514008,87240000
736,2020-11-13,156.100006,157.085999,154.269501,156.440506,156.440506,75124000
737,2020-11-16,154.660004,157.134995,153.634506,156.552994,156.552994,76174000
738,2020-11-17,159.177002,159.462494,156.763,156.783005,156.783005,68894000
739,2020-11-18,156.699997,157.0,155.255005,155.272995,155.272995,58336000
740,2020-11-19,155.265503,156.25,154.046005,155.850998,155.850998,60206000
741,2020-11-20,155.850998,156.644501,154.902496,154.970001,154.970001,67488000
742,2020-11-23,155.835007,156.987503,153.272995,154.919495,154.919495,94178000
743,2020-11-24,155.024994,156.712494,154.313004,155.903,155.903,72042000
744,2020-11-25,157.093506,159.899994,157.013,159.253494,159.253494,75808000
