Date,Open,High,Low,Close,Adj Close,Volume
2018-10-29,71.160004,74.910004,69.480003,73.089996,64.881416,33458100
2018-11-05,73.400002,81.279999,73.18,79.830002,70.864456,45283800
2018-11-12,79.830002,82.150002,77.849998,79.330002,70.420616,34441000
2018-11-19,79.470001,80.07,74.339996,75.18,66.736694,25717400
2018-11-26,76.550003,81.650002,76.5,80.199997,71.192902,72521900
2018-12-03,80.199997,80.669998,73.690002,74.089996,65.769104,56063300
2018-12-10,74.110001,75.669998,71.510002,71.879997,63.807316,52747100
2018-12-17,71.0,71.980003,63.68,63.700001,56.545994,62411900
2018-12-24,63.540001,66.239998,62.060001,65.190002,57.868656,32095500
2018-12-31,65.440002,67.43,64.440002,66.82,59.315594,29166200
2019-01-07,67.389999,69.739998,64.360001,65.809998,58.419014,61123900
2019-01-14,65.379997,65.779999,63.139999,65.519997,58.161587,66527900
2019-01-21,65.389999,66.32,64.559998,65.449997,58.099449,33259600
2019-01-28,65.110001,66.660004,62.880001,65.220001,58.336494,50901900
2019-02-04,65.25,66.379997,64.360001,65.010002,58.148655,34471000
2019-02-11,65.349998,69.870003,65.010002,69.529999,62.191597,44494600
2019-02-18,70.209999,70.32,61.169998,61.950001,55.411613,103131000
2019-02-25,62.119999,62.290001,57.560001,58.130001,51.994797,77667800
2019-03-04,58.369999,58.549999,51.93,52.93,47.34362,106267400
2019-03-11,53.099998,57.41,52.310001,55.599998,49.731812,93866400
2019-03-18,55.610001,57.610001,55.560001,56.040001,50.125378,57183000
2019-03-25,55.799999,56.169998,52.830002,53.93,48.238071,68953200
2019-04-01,54.16,54.34,51.77,54.060001,48.354351,71392000
2019-04-08,53.959999,54.490002,52.470001,52.810001,47.236279,50882700
2019-04-15,53.720001,54.830002,52.0,52.630001,47.075268,68570200
2019-04-22,52.43,53.689999,52.099998,53.529999,47.880295,50411600
2019-04-29,53.150002,57.75,52.66,56.66,51.166035,75410700
2019-05-06,55.970001,56.619999,54.240002,55.16,49.811474,47770400
2019-05-13,54.299999,54.450001,51.720001,52.880001,47.752552,53445000
2019-05-20,52.849998,53.82,52.34,53.07,47.924133,39237000
2019-05-27,53.119999,53.240002,52.040001,52.369999,47.292004,36949600
2019-06-03,52.540001,55.75,52.459999,53.919998,48.6917,51672600
2019-06-10,54.330002,55.529999,53.040001,54.169998,48.917473,36118400
2019-06-17,54.23,55.380001,53.23,53.650002,48.447887,44115100
2019-06-24,53.709999,55.240002,52.759998,54.490002,49.206448,40478700
2019-07-01,55.099998,56.110001,54.119999,55.57,50.181709,21333300
2019-07-08,55.380001,60.130001,54.650002,57.549999,51.96973,55881100
2019-07-15,57.759998,57.790001,55.470001,55.939999,50.515842,30169300
2019-07-22,56.080002,56.400002,54.970001,55.540001,50.154629,29745000
2019-07-29,55.470001,56.91,55.009998,55.709999,50.759174,36962800
2019-08-05,55.049999,59.52,53.0,59.290001,54.021027,66774000
2019-08-12,59.049999,60.549999,57.919998,60.279999,54.923042,44651900
2019-08-19,60.810001,62.580002,60.029999,60.240002,54.886604,44384100
2019-08-26,60.799999,61.310001,58.619999,60.919998,55.506172,33461500
2019-09-02,60.439999,63.34,59.689999,62.23,56.699757,26097500
2019-09-09,62.540001,65.25,62.509998,64.059998,58.367126,41178900
2019-09-16,63.299999,64.690002,62.740002,64.300003,58.585808,28727200
2019-09-23,63.93,64.32,60.950001,62.080002,56.563095,31481500
2019-09-30,62.110001,63.560001,60.369999,62.240002,56.708862,29255900
2019-10-07,62.130001,63.610001,60.139999,62.939999,57.346668,29638800
2019-10-14,62.77,66.580002,62.43,66.160004,60.28051,33139900
2019-10-21,66.629997,66.919998,64.379997,65.099998,59.314709,28428300
2019-10-28,65.449997,67.589996,64.949997,67.239998,61.72823,34485600
2019-11-04,67.970001,72.980003,67.129997,72.470001,66.529533,67733400
2019-11-11,71.980003,74.389999,71.0,74.290001,68.200333,27999800
2019-11-18,74.150002,75.699997,74.110001,75.309998,69.136719,32086800
2019-11-25,75.5,77.029999,74.43,75.269997,69.100006,31222800
2019-12-02,75.220001,75.910004,73.599998,75.360001,69.182617,26608200
2019-12-09,75.029999,75.489998,72.639999,73.589996,67.557732,31624900
2019-12-16,74.25,75.010002,72.650002,74.580002,68.466568,35701300
2019-12-23,74.540001,74.949997,74.040001,74.400002,68.301331,11542500
2019-12-30,74.269997,74.699997,73.07,73.57,67.539368,17458400
2020-01-06,73.120003,73.940002,71.599998,72.110001,66.199043,29729000
2020-01-13,72.290001,76.440002,71.629997,76.019997,69.788521,33644300
2020-01-20,76.0,76.010002,70.169998,71.43,65.574783,31592700
2020-01-27,69.900002,72.139999,67.400002,67.82,62.680859,36027800
2020-02-03,68.400002,72.089996,66.790001,71.559998,66.137466,34955200
2020-02-10,71.550003,75.25,70.269997,71.370003,65.961853,46403600
2020-02-17,71.190002,72.559998,70.559998,71.510002,66.091255,20581100
2020-02-24,69.43,69.940002,57.099998,59.18,54.695568,87358400
2020-03-02,60.669998,66.980003,59.860001,64.150002,59.28896,65855000
2020-03-09,59.75,63.360001,53.5,59.639999,55.120712,71188100
2020-03-16,53.68,59.639999,52.209999,54.700001,50.555046,78922800
2020-03-23,53.860001,59.779999,52.040001,58.599998,54.159508,93493300
2020-03-30,58.919998,60.400002,54.07,55.720001,51.497753,61021700
2020-04-06,57.77,61.450001,55.779999,60.470001,55.887821,41885700
2020-04-13,60.5,64.25,58.119999,63.360001,58.558823,46622200
2020-04-20,62.75,63.689999,59.970001,62.310001,57.58839,34679400
2020-04-27,62.98,65.0,59.27,59.700001,55.637894,36841300
2020-05-04,59.16,63.490002,58.939999,63.119999,58.825188,47709100
2020-05-11,62.709999,64.57,60.34,63.189999,58.890419,47900900
2020-05-18,64.470001,64.860001,62.73,63.330002,59.020897,27907000
2020-05-25,64.470001,67.730003,63.849998,65.57,61.108486,30669900
2020-06-01,65.440002,69.190002,65.010002,68.349998,63.699329,30820400
2020-06-08,68.199997,70.639999,62.709999,64.150002,59.785103,43130800
2020-06-15,63.029999,66.190002,61.82,64.489998,60.101963,54636300
2020-06-22,64.540001,65.260002,62.330002,63.450001,59.13274,31497600
2020-06-29,64.0,65.800003,63.869999,64.699997,60.297672,23853900
2020-07-06,65.059998,65.400002,60.549999,62.650002,58.387161,40200700
2020-07-13,62.669998,65.629997,62.200001,65.360001,60.912773,31384100
2020-07-20,65.339996,65.470001,63.009998,63.34,59.030212,28038500
2020-07-27,62.860001,64.580002,62.110001,62.939999,59.115555,32761700
2020-08-03,63.450001,65.599998,63.02,64.959999,61.012817,41262200
2020-08-10,64.900002,67.169998,64.050003,65.669998,61.679668,31817600
2020-08-17,65.849998,65.879997,63.43,63.939999,60.05479,28789600
2020-08-24,64.010002,67.300003,61.889999,63.209999,59.369144,31004000
2020-08-31,62.459999,63.060001,59.290001,60.240002,56.579617,53847300
2020-09-07,60.43,60.810001,57.060001,57.400002,53.912178,35763300
2020-09-14,57.630001,59.77,56.099998,59.57,55.950325,64324800
2020-09-21,58.849998,59.23,56.110001,57.32,53.83704,35289200
2020-09-28,57.599998,59.099998,56.919998,57.830002,54.316059,33943700
2020-10-05,58.259998,60.799999,58.16,59.400002,55.790653,27531300
2020-10-12,59.5,60.220001,57.91,59.59,55.969101,32719900
2020-10-19,60.060001,60.599998,58.459999,60.25,56.589005,32492400
2020-10-26,59.91,59.98,55.360001,56.09,53.128765,42047700
2020-11-02,56.869999,67.330002,56.189999,64.949997,61.520996,62378900
2020-11-09,69.0,71.18,65.779999,71.0,67.251602,53151600
2020-11-16,73.589996,74.059998,65.18,66.389999,62.884983,79848800
2020-11-23,66.870003,68.830002,66.400002,67.870003,64.286858,23794100
2020-11-30,67.809998,74.519997,67.199997,74.5,70.566818,49849200
2020-12-07,74.230003,74.639999,70.650002,71.580002,67.800987,32257000
2020-12-14,72.309998,72.330002,68.349998,69.550003,65.878159,42375100
2020-12-21,68.699997,68.959999,67.059998,67.970001,64.381569,19715100
2020-12-28,68.239998,69.309998,67.080002,68.300003,64.694153,19562200
2021-01-04,68.68,76.330002,68.129997,74.860001,70.907814,48738800
2021-01-11,74.25,77.230003,74.25,76.260002,72.23391,31738500
2021-01-18,77.0,77.0,73.019997,74.120003,70.206886,19896500
2021-01-25,73.5,74.379997,71.040001,71.650002,68.321259,29991700
2021-02-01,72.080002,74.040001,71.199997,72.18,68.82663,31418500
2021-02-08,72.470001,74.559998,72.169998,74.209999,70.762314,29276000
2021-02-15,75.269997,75.389999,70.120003,70.419998,67.148399,46072500
2021-02-22,70.300003,70.800003,68.019997,68.129997,64.96479,35502500
2021-03-01,68.419998,70.949997,68.260002,70.629997,67.348648,32792700
2021-03-08,71.290001,74.050003,70.779999,73.919998,70.485802,36929700
2021-03-15,73.889999,75.290001,72.879997,73.18,69.780174,38110100
2021-03-22,72.919998,76.0,71.699997,75.959999,72.431015,36125400
2021-03-29,75.699997,76.870003,73.910004,74.300003,70.848145,25154600
2021-04-05,74.169998,75.400002,73.589996,74.07,70.628815,27790500
2021-04-12,74.330002,76.199997,73.300003,75.879997,72.354729,25687800
2021-04-19,76.18,77.440002,75.239998,76.050003,72.516846,30389200
2021-04-26,76.199997,77.129997,74.970001,76.400002,73.32859,24205000
2021-05-03,77.0,85.349998,76.699997,85.110001,81.688446,62177300
2021-05-10,85.610001,87.18,83.120003,84.330002,80.939796,32650000
2021-05-17,84.110001,90.199997,84.110001,89.809998,86.199493,59644900
2021-05-24,90.059998,90.610001,85.269997,86.440002,82.964973,41732000
2021-05-31,86.5,87.300003,85.269997,86.470001,82.993759,19501400
2021-06-07,86.650002,87.129997,84.830002,85.470001,82.033981,21393500
2021-06-14,85.169998,86.139999,82.330002,82.400002,79.087387,30028100
2021-06-21,82.610001,84.75,82.440002,84.080002,80.699852,20089400
2021-06-28,83.669998,85.129997,81.459999,82.43,79.116188,29489400
2021-07-05,82.129997,82.379997,79.779999,81.32,78.050804,22312200
2021-07-12,80.889999,82.690002,80.43,81.720001,78.434723,22491000
2021-07-19,81.120003,83.629997,79.559998,83.269997,79.922409,27088100
2021-07-26,83.43,84.279999,82.129997,82.360001,79.527733,22645000
2021-08-02,82.360001,84.169998,79.330002,81.25,78.455902,44981100
2021-08-09,81.199997,85.5,80.82,84.360001,81.458961,28437100
2021-08-16,84.269997,86.730003,83.529999,84.849998,81.932106,24321500
2021-08-23,85.389999,85.839996,82.489998,83.709999,80.831299,17954300
2021-08-30,83.940002,87.790001,83.410004,87.470001,84.462013,30606600
2021-09-06,87.199997,87.400002,83.360001,83.790001,80.908562,18710100
2021-09-13,84.139999,86.330002,83.660004,85.510002,82.569405,27631000
2021-09-20,84.629997,85.620003,83.57,84.709999,81.796921,21073100
2021-09-27,84.510002,87.529999,82.360001,84.07,81.178932,29253100
2021-10-04,84.0,85.470001,81.779999,84.370003,81.468613,22074300
2021-10-11,84.620003,86.290001,82.199997,85.839996,82.888054,23195100
2021-10-18,85.75,87.589996,84.120003,87.519997,84.510277,24061500
2021-10-25,87.720001,89.529999,86.589996,89.279999,86.710693,26931100
2021-11-01,89.769997,96.57,89.580002,93.779999,91.081184,46426500
2021-11-08,94.0,95.339996,92.419998,94.019997,91.314278,21460900
2021-11-15,94.110001,95.68,92.080002,93.160004,90.479034,26584600
2021-11-22,93.099998,94.459999,90.900002,91.519997,88.88623,21310500
2021-11-29,91.989998,92.720001,88.769997,90.870003,88.254936,32143700
2021-12-06,91.629997,99.129997,91.589996,98.860001,96.014999,39087100
2021-12-13,98.980003,102.220001,97.919998,100.360001,97.471832,35092100
2021-12-20,99.910004,101.870003,98.639999,101.309998,98.394493,17702300
2021-12-27,101.760002,104.559998,101.559998,103.160004,100.191254,13847600
2022-01-03,102.809998,106.5,101.330002,104.190002,101.191612,34708100
2022-01-10,104.209999,107.260002,103.190002,106.220001,103.163185,32951100
2022-01-17,105.800003,106.139999,101.0,101.559998,98.637299,29913400
2022-01-24,100.900002,109.339996,99.690002,109.269997,106.69265,54793500
2022-01-31,108.220001,110.150002,105.209999,108.489998,105.931053,36437900
2022-02-07,108.989998,111.25,104.080002,104.239998,101.781288,43042500
2022-02-14,104.07,104.519997,101.220001,102.129997,99.721062,27214900
2022-02-21,102.160004,104.860001,98.459999,104.300003,101.839882,23353100
2022-02-28,101.290001,105.709999,100.959999,105.190002,102.708893,28441900
2022-03-07,104.489998,106.809998,102.25,103.470001,101.029457,26556200
2022-03-14,103.93,108.639999,101.089996,107.300003,104.769119,30491200
2022-03-21,107.779999,109.690002,106.059998,108.559998,105.999397,18568800
2022-03-28,108.0,108.25,100.300003,101.089996,98.705589,35122100
2022-04-04,100.489998,107.519997,98.660004,106.610001,104.095406,34154300
2022-04-11,106.360001,107.730003,103.199997,103.68,101.234512,19399600
2022-04-18,103.379997,107.599998,101.57,101.68,99.281685,21413800
2022-04-25,101.839996,102.910004,95.889999,96.129997,94.349197,28303100
2022-05-02,96.449997,101.209999,95.019997,100.690002,98.824722,38232500
2022-05-09,99.580002,100.150002,96.290001,97.480003,95.674194,26457700
2022-05-16,98.0,99.529999,91.470001,94.93,93.171425,28039800
2022-05-23,96.0,98.870003,94.790001,98.050003,96.233627,22796100
2022-05-30,97.5,98.160004,94.529999,94.900002,93.141983,22185500
2022-06-06,95.309998,96.309998,91.349998,93.169998,91.444023,21197900
2022-06-13,91.68,92.889999,88.419998,88.660004,87.017586,28031300
2022-06-20,90.440002,94.779999,89.389999,94.519997,92.76902,20428700
2022-06-27,94.5,95.949997,91.550003,93.940002,92.199776,24701000
2022-07-04,92.809998,95.410004,90.580002,94.18,92.435318,14911200
2022-07-11,93.709999,96.339996,90.989998,95.370003,93.603279,20724600
2022-07-18,95.68,97.129997,92.0,94.059998,92.317543,27243500
2022-07-25,94.279999,96.220001,94.139999,95.68,94.453506,22864000
2022-08-01,95.0,104.410004,94.830002,102.260002,100.949158,31574300
2022-08-08,102.300003,106.870003,101.540001,106.389999,105.026215,22591700
2022-08-15,105.989998,107.260002,102.730003,104.050003,102.716217,21448000
2022-08-22,103.07,103.5,99.980003,100.059998,98.777351,19948300
2022-08-29,99.480003,101.32,97.75,99.440002,98.165314,23563600
2022-09-05,99.730003,102.849998,97.779999,102.150002,100.840569,19821900
2022-09-12,102.629997,103.589996,100.190002,102.059998,100.751717,26064400
2022-09-19,101.059998,102.959999,96.959999,98.349998,97.089279,20893300
2022-09-26,97.589996,99.309998,95.269997,95.370003,94.147484,24596800
2022-10-03,95.980003,101.080002,87.129997,88.25,87.118744,36641100
2022-10-10,87.709999,90.949997,86.279999,89.300003,88.155289,30786200
2022-10-17,89.989998,93.160004,89.660004,92.720001,91.531448,24875100
2022-10-24,93.910004,95.400002,90.760002,94.190002,93.543915,40997500
2022-10-31,93.739998,99.849998,92.870003,99.559998,98.877075,47734800
2022-11-07,99.400002,102.769997,95.050003,97.550003,96.880867,31775500
2022-11-14,97.879997,98.959999,94.739998,97.349998,96.682236,32249200
2022-11-21,97.25,101.550003,97.25,101.260002,100.565414,15571300
2022-11-28,100.709999,102.75,99.800003,102.580002,101.876366,25398700
2022-12-05,101.879997,103.800003,100.540001,101.650002,100.952744,20976500
